tags,status,list_date,open_houses,description.year_built,description.baths_3qtr,description.sold_date,description.sold_price,description.baths_full,description.name,description.baths_half,description.lot_sqft,description.sqft,description.baths,description.sub_type,description.baths_1qtr,description.garage,description.stories,description.beds,description.type,list_price,property_id,flags.is_new_construction,flags.is_for_rent,flags.is_subdivision,flags.is_contingent,flags.is_price_reduced,flags.is_pending,flags.is_foreclosure,flags.is_plan,flags.is_coming_soon,flags.is_new_listing,listing_id,price_reduced_amount,location.address.postal_code,location.address.state,location.address.coordinate.lon,location.address.coordinate.lat,location.address.city,location.address.state_code,location.address.line
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'two_or_more_stories', 'ensuite', 'shopping']",sold,2023-10-30T21:52:46.000000Z,,1981.0,,2024-01-08,525000.0,3.0,,,1917.0,1900.0,3.0,townhouse,,,2.0,3.0,townhomes,529000.0,6255889291.0,,,,,,,,,,False,2961022454.0,,30327.0,Georgia,-84.424664,33.840398,Atlanta,GA,1 Howell Mill Plantation NW
"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'rental_property']",sold,2023-12-12T21:48:03.000000Z,,1950.0,,2024-01-08,467500.0,2.0,,,8834.0,1849.0,2.0,,,,2.0,4.0,single_family,500000.0,5080867070.0,,,,,,,,,,False,2962419647.0,,30318.0,Georgia,-84.409686,33.805225,Atlanta,GA,665 Upton Rd NW
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'two_or_more_stories', 'garage_1_or_more', 'gated_community', 'security', 'shopping']",sold,2023-09-21T22:51:16.000000Z,,1960.0,,2024-01-12,232000.0,1.0,,,1133.0,1132.0,1.0,condo,,1.0,2.0,2.0,condos,240000.0,6867035737.0,,,,,False,,,,,False,2959884761.0,10000.0,30319.0,Georgia,-84.354513,33.853815,Atlanta,GA,3669 Peachtree Rd NE Apt 3D
"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'swimming_pool', 'single_story', 'rental_property', 'park', 'trails', 'maintenance', 'shopping']",sold,2023-11-30T13:41:38.000000Z,,1983.0,,2024-01-12,287000.0,1.0,,,1133.0,1111.0,1.0,condo,,,1.0,1.0,condos,300000.0,6646913367.0,,,,,,,,,,False,2962073720.0,,30327.0,Georgia,-84.422315,33.909344,Sandy Springs,GA,201 Bainbridge Dr
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",sold,2023-11-27T20:39:06.000000Z,,2006.0,,2024-01-12,330000.0,2.0,,1.0,5663.0,2400.0,3.0,,,2.0,2.0,3.0,single_family,350000.0,6452331770.0,,,,,,,,,,False,2961987122.0,,30315.0,Georgia,-84.392588,33.686138,Atlanta,GA,2539 Preston View Ct SW
"['cul_de_sac', 'river_view', 'view', 'water_view', 'big_lot', 'new_roof', 'shopping']",sold,2023-08-01T18:31:04.000000Z,,,,2024-01-12,270000.0,,,,64992.0,,0.0,,,,,,land,299000.0,9904165467.0,,,,,,,,,,False,2958250974.0,,30345.0,Georgia,,,Atlanta,GA,1886 Shalimar Dr NE Lot 14
"['central_air', 'community_outdoor_space', 'community_security_features', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'ensuite', 'lake']",sold,2023-10-20T21:24:54.000000Z,,1966.0,,2024-01-11,154000.0,1.0,,,4356.0,792.0,1.0,condo,,,1.0,2.0,condos,160000.0,6051050696.0,,,,,False,,,,,False,2960751595.0,15000.0,30316.0,Georgia,-84.333369,33.713027,Atlanta,GA,1412 Foxhall Ln SE Apt 3
"['central_air', 'central_heat', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'laundry_room', 'recreation_facilities', 'single_story', 'updated_kitchen', 'floor_plan']",sold,2023-10-02T15:48:17.000000Z,,2005.0,,2024-01-11,350000.0,2.0,,,1045.0,1059.0,2.0,condo,,,1.0,2.0,condos,350000.0,9223846849.0,,,,,False,,,,,False,2960169743.0,3000.0,30312.0,Georgia,-84.364263,33.729953,Atlanta,GA,840 United Ave SE Unit 309
"['central_air', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_tennis_court', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'two_or_more_stories', 'garage_1_or_more', 'community_swimming_pool', 'master_bedroom', 'clubhouse', 'tennis', 'shopping']",sold,2023-10-30T23:03:28.000000Z,,2002.0,,2024-01-11,225900.0,2.0,,1.0,2178.0,1507.0,3.0,townhouse,,1.0,2.0,3.0,townhomes,225900.0,5917772828.0,,,,,False,,,,,False,2961024036.0,10000.0,30311.0,Georgia,-84.472233,33.756401,Atlanta,GA,2565 Laurel Cir NW
"['corner_lot', 'fireplace', 'laundry_room', 'recreation_facilities', 'basement', 'single_story', 'farm', 'investment_opportunity']",sold,2023-12-11T15:59:47.000000Z,,1945.0,,2024-01-11,188000.0,2.0,,,5314.0,1373.0,2.0,,,,1.0,4.0,single_family,199000.0,5011451471.0,,,,,,,,,,False,2962381413.0,,30314.0,Georgia,-84.426248,33.750415,Atlanta,GA,1178 Fenwood St SW
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'basement', 'single_story']",sold,2023-12-12T17:17:37.000000Z,,1956.0,,2024-01-11,642500.0,2.0,,,13068.0,2046.0,2.0,,,,1.0,4.0,single_family,635000.0,6204334109.0,,,,,,,,,,False,2962409594.0,,30329.0,Georgia,-84.320508,33.818893,Atlanta,GA,1331 Jody Ln NE
"['central_air', 'central_heat', 'community_tennis_court', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'single_story', 'big_yard', 'fenced_yard', 'front_porch', 'views']",sold,2023-07-01T05:26:34.000000Z,,1937.0,,2024-01-11,325000.0,2.0,,,10193.0,1448.0,2.0,,,,1.0,3.0,single_family,335000.0,6687434745.0,,,,,False,,,,,False,2957299503.0,14999.0,30354.0,Georgia,-84.413441,33.666315,Hapeville,GA,3223 Oakdale Rd
"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_tennis_court', 'corner_lot', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'media_room', 'ensuite']",sold,2023-09-24T02:10:03.000000Z,,2018.0,,2024-01-11,620000.0,4.0,,1.0,9583.0,5526.0,5.0,,,2.0,3.0,6.0,single_family,618000.0,9514481527.0,,,,,,,,,,False,2959949617.0,,30331.0,Georgia,-84.546358,33.654089,Atlanta,GA,4813 Ralin Ct
"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'single_story', 'updated_kitchen', 'high_ceiling']",sold,2023-11-05T22:28:17.000000Z,,1940.0,,2024-01-10,247400.0,1.0,,,601.0,581.0,1.0,condo,,,1.0,1.0,condos,249900.0,5092705900.0,,,,,False,,,,,False,2961380210.0,10100.0,30306.0,Georgia,-84.356051,33.791306,Atlanta,GA,1350 N Morningside Dr NE Apt 10
"['hardwood_floors', 'laundry_room', 'recreation_facilities', 'basement', 'single_story', 'fixer_upper']",sold,2023-11-02T16:43:12.000000Z,,1950.0,,2024-01-10,135000.0,1.0,,,12023.0,920.0,1.0,,,,1.0,3.0,single_family,164900.0,5713518381.0,,,,,,,,,,False,2961295853.0,,30318.0,Georgia,-84.467883,33.772867,Atlanta,GA,657 Woods Dr NW
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'gourmet_kitchen', 'high_ceiling', 'media_room', 'tennis', 'shopping']",sold,2023-09-14T20:14:13.000000Z,,2014.0,,2024-01-10,585000.0,3.0,,1.0,1002.0,2140.0,4.0,townhouse,,2.0,3.0,3.0,townhomes,595000.0,6057968770.0,,,,,False,,,,,False,2959679853.0,4000.0,30328.0,Georgia,-84.376343,33.938769,Sandy Springs,GA,405 Alderwood St
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'corner_lot', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'efficient']",sold,2023-08-08T16:10:22.000000Z,,1983.0,,2024-01-10,230000.0,2.0,,1.0,1363.0,1364.0,3.0,condo,,2.0,3.0,2.0,condos,249900.0,5395499051.0,,,,,False,,,,,False,2958473819.0,15000.0,30311.0,Georgia,-84.444963,33.725148,Atlanta,GA,11 Belmonte Ct SW
"['central_air', 'central_heat', 'city_view', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'updated_kitchen', 'guest_parking', 'farm']",sold,2023-11-30T17:08:24.000000Z,,1965.0,,2024-01-10,220000.0,1.0,,,784.0,786.0,1.0,condo,,1.0,1.0,1.0,condos,219000.0,6723487327.0,,,,,,,,,,False,2962080194.0,,30308.0,Georgia,-84.385462,33.771557,Atlanta,GA,620 Peachtree St NE Apt 508
"['central_air', 'central_heat', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dining_room', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'view', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'front_porch', 'big_lot', 'golf_course']",sold,2023-10-10T06:17:45.000000Z,,1926.0,,2024-01-10,1915000.0,4.0,,1.0,74052.0,4569.0,5.0,,,2.0,3.0,4.0,single_family,2200000.0,6866684449.0,,,,,,,,,,False,2960397310.0,,30307.0,Georgia,-84.332716,33.780962,Atlanta,GA,938 Lullwater Rd NE
"['central_air', 'central_heat', 'community_security_features', 'dishwasher', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'gated_community', 'security']",sold,2023-10-12T16:19:37.000000Z,,2005.0,,2024-01-09,200000.0,2.0,,1.0,1307.0,1529.0,3.0,townhouse,,,2.0,3.0,townhomes,230000.0,6270915016.0,,,,,False,,,,,False,2960487853.0,5000.0,30315.0,Georgia,-84.368917,33.688571,Atlanta,GA,585 McWilliams Rd SE Unit 2601
"['central_air', 'city_view', 'community_outdoor_space', 'cul_de_sac', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'view', 'washer_dryer', 'swimming_pool', 'basement', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'medicalcare']",sold,2023-11-15T21:53:31.000000Z,,1979.0,,2024-01-09,1375000.0,5.0,,,19689.0,5465.0,5.0,,,2.0,1.0,5.0,single_family,1400000.0,5097714424.0,,,,,,,,,,False,2961716314.0,,30342.0,Georgia,-84.371355,33.902487,Sandy Springs,GA,190 Northglenn Ct NE
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",sold,2023-12-26T06:15:25.000000Z,,2019.0,,2024-01-09,710000.0,3.0,,1.0,1307.0,,4.0,townhouse,,2.0,3.0,3.0,townhomes,695000.0,9794315846.0,,,,,,,,,,False,2962737814.0,,30328.0,Georgia,-84.376717,33.920727,Sandy Springs,GA,6071 Boylston Dr NE Unit 13
"['central_air', 'central_heat', 'city_view', 'dishwasher', 'laundry_room', 'view', 'single_story', 'modern_kitchen', 'shopping']",sold,2023-11-13T15:27:29.000000Z,,2005.0,,2024-01-09,200000.0,2.0,,,7231.0,1300.0,2.0,,,,1.0,3.0,single_family,200000.0,6768969478.0,,,,,,,,,,False,2961580175.0,,30315.0,Georgia,-84.381249,33.699739,Atlanta,GA,1996 Conrad Ave SE
"['community_outdoor_space', 'community_security_features', 'corner_lot', 'cul_de_sac', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'fenced_yard', 'open_floor_plan', 'floor_plan', 'ensuite', 'shopping']",sold,2023-12-01T12:50:09.000000Z,,2021.0,,2024-01-09,1410000.0,4.0,,1.0,13068.0,5702.0,5.0,,,2.0,2.0,4.0,single_family,1475000.0,9989497409.0,,,,,,,,,,False,2962104277.0,,30318.0,Georgia,-84.44483,33.824616,Atlanta,GA,1729 Barclay Close NW
"['central_air', 'central_heat', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'guest_parking', 'elevator', 'views', 'shopping']",sold,2023-09-25T20:41:58.000000Z,,2010.0,,2024-01-09,670000.0,1.0,,1.0,,1315.0,2.0,condo,,3.0,1.0,1.0,condos,695000.0,5463775300.0,,,,,False,,,,,False,2959976245.0,35000.0,30326.0,Georgia,-84.35839,33.854571,Atlanta,GA,3630 Peachtree Rd NE Unit 3106
"['central_air', 'city_view', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",sold,2023-12-22T23:07:58.000000Z,,2019.0,,2024-01-09,710000.0,3.0,,1.0,1307.0,2740.0,4.0,townhouse,,2.0,3.0,3.0,townhomes,695000.0,9688234273.0,,,,,,,,,,False,2962714566.0,,30328.0,Georgia,-84.376718,33.920731,Sandy Springs,GA,6071 Boylston Dr NE
"['central_air', 'community_outdoor_space', 'community_security_features', 'den_or_office', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'forced_air', 'game_room', 'hardwood_floors', 'laundry_room', 'basement', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'master_bedroom', 'floor_plan', 'gated_community', 'security', 'shopping']",sold,2023-11-02T22:12:31.000000Z,,1999.0,,2024-01-08,530000.0,4.0,,,1124.0,2172.0,4.0,townhouse,,2.0,3.0,4.0,townhomes,525000.0,6000992752.0,,,,,,,,,,False,2961311158.0,,30324.0,Georgia,-84.354385,33.828134,Atlanta,GA,995 Heatherbrook Ln NE
"['central_air', 'central_heat', 'city_view', 'community_gym', 'community_security_features', 'corner_lot', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'swimming_pool', 'two_or_more_stories', 'park', 'fixer_upper']",sold,2023-12-19T20:54:56.000000Z,,1963.0,,2024-01-08,210000.0,2.0,,,932.0,1256.0,2.0,condo,,,3.0,2.0,condos,250000.0,6179233247.0,,,,,,,,,,False,2962645438.0,,30308.0,Georgia,-84.381845,33.76036,Atlanta,GA,215 Piedmont Ave NE Apt 406
"['central_air', 'central_heat', 'community_tennis_court', 'hardwood_floors', 'recreation_facilities', 'single_story', 'rental_property', 'shopping']",sold,2023-12-04T15:17:21.000000Z,,1920.0,,2024-01-08,410000.0,,,,11252.0,,,,,,1.0,,multi_family,425000.0,6349581711.0,,,,,,,,,,False,2962208171.0,,30310.0,Georgia,-84.409732,33.725041,Atlanta,GA,675 Mayland Ave SW
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'cul_de_sac', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'basement', 'two_or_more_stories']",sold,2023-12-03T06:09:01.000000Z,,1980.0,,2024-01-08,565000.0,3.0,,,17424.0,,3.0,,,,2.0,5.0,single_family,565000.0,6317376234.0,,,,,,,,,,False,2962196473.0,,30340.0,Georgia,-84.222232,33.871545,Atlanta,GA,2861 Thornridge Ln
"['central_air', 'central_heat', 'city_view', 'community_gym', 'community_security_features', 'den_or_office', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more', 'garage_3_or_more', 'elevator', 'ensuite', 'smart_homes', 'groundscare']",sold,2023-05-26T10:05:12.000000Z,,2017.0,,2024-01-08,2600000.0,2.0,,1.0,2570.0,2569.0,3.0,condo,,3.0,2.0,2.0,condos,3100000.0,9408442388.0,,,,,False,,,,,False,2956120707.0,175000.0,30309.0,Georgia,-84.383991,33.790116,Atlanta,GA,1301 Peachtree St NE Unit 5F
"['community_outdoor_space', 'dining_room', 'dishwasher', 'fireplace', 'laundry_room', 'recreation_facilities', 'washer_dryer', 'community_swimming_pool', 'two_or_more_stories', 'gourmet_kitchen', 'master_suite', 'park', 'shopping']",sold,2023-12-18T02:18:41.000000Z,,2003.0,,2024-01-08,240000.0,2.0,,1.0,2178.0,1364.0,3.0,townhouse,,,2.0,3.0,townhomes,240000.0,6855882216.0,,,,,,,,,,False,2962611438.0,,30349.0,Georgia,-84.513444,33.635444,Atlanta,GA,4564 Parkview Sq
"['central_air', 'city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'hardwood_floors', 'hill_or_mountain_view', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'floor_plan', 'ensuite', 'clubhouse', 'park', 'golf_course', 'tennis', 'views', 'medicalcare', 'shopping']",sold,2023-07-28T22:43:41.000000Z,,2010.0,,2024-01-08,705000.0,3.0,,,1699.0,1700.0,3.0,condo,,2.0,1.0,3.0,condos,699000.0,5929860536.0,,,,,False,,,,,False,2958157977.0,20000.0,30309.0,Georgia,-84.394049,33.805169,Atlanta,GA,1820 Peachtree St NW Unit 1107
"['central_air', 'central_heat', 'city_view', 'community_clubhouse', 'community_gym', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'elevator', 'ensuite', 'golf_course']",sold,2023-11-09T20:39:42.000000Z,,2009.0,,2024-01-08,1400000.0,3.0,,,2526.0,2574.0,3.0,condo,,,3.0,3.0,condos,1450000.0,6037041636.0,,,,,,,,,,False,2961500136.0,,30339.0,Georgia,-84.474748,33.864662,Atlanta,GA,2700 Paces Ferry Rd SE Unit 501
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'fenced_yard', 'front_porch', 'new_roof']",sold,2023-10-26T18:09:07.000000Z,,1920.0,,2024-01-08,420000.0,1.0,,,4356.0,1086.0,1.0,,,,1.0,2.0,single_family,425000.0,6370608447.0,,,,,False,,,,,False,2960900235.0,10000.0,30317.0,Georgia,-84.312052,33.748029,Atlanta,GA,2299 Sutton St SE
"['central_air', 'central_heat', 'city_view', 'community_clubhouse', 'community_gym', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'garage_1_or_more', 'garage_2_or_more', 'high_ceiling', 'master_bathroom', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'master_suite', 'shopping']",sold,2023-08-10T16:11:35.000000Z,,2008.0,,2024-01-08,390000.0,2.0,,,8930.0,1363.0,2.0,condo,,2.0,1.0,2.0,condos,400000.0,5989015160.0,,,,,False,,,,,False,2958546925.0,9000.0,30339.0,Georgia,-84.472209,33.865093,Atlanta,GA,3621 Vinings Slope SE Unit 1330
"['dishwasher', 'fireplace', 'laundry_room', 'two_or_more_stories', 'master_bedroom', 'open_floor_plan', 'floor_plan', 'ensuite']",sold,2023-12-06T22:03:32.000000Z,,2016.0,,2024-01-08,340000.0,2.0,,1.0,,1694.0,3.0,,,,2.0,3.0,single_family,349000.0,5375551467.0,,,,,,,,,,False,2962279220.0,,30315.0,Georgia,-84.398536,33.705776,Atlanta,GA,1773 Maple Walk Cir SW
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'fireplace', 'laundry_room', 'tennis_court', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'open_floor_plan', 'floor_plan', 'rental_property', 'ensuite', 'gated_community', 'trails', 'hoa', 'groundscare', 'security', 'shopping']",sold,2023-10-09T15:19:37.000000Z,,2003.0,,2024-01-08,250000.0,2.0,,1.0,1307.0,1600.0,3.0,townhouse,,1.0,2.0,3.0,townhomes,250000.0,6573506797.0,,,,,False,,,,,False,2960375003.0,15000.0,30331.0,Georgia,-84.507769,33.740226,Atlanta,GA,823 Celeste Ln SW
"['community_outdoor_space', 'fireplace', 'laundry_room', 'recreation_facilities', 'single_story', 'fixer_upper']",sold,2023-10-31T18:10:38.000000Z,,1950.0,,2024-01-08,89500.0,1.0,,,9757.0,936.0,1.0,,,,1.0,3.0,single_family,89500.0,5240026761.0,,,,,,,,,,False,2961041817.0,,30315.0,Georgia,-84.371539,33.694222,Atlanta,GA,2195 Burroughs Ave SE
"['city_view', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'community_spa_or_hot_tub', 'dishwasher', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'view', 'washer_dryer', 'community_swimming_pool', 'single_story', 'basement', 'floor_plan', 'wine_cellar', 'elevator', 'park']",sold,2023-12-14T14:16:01.000000Z,,1987.0,,2024-01-08,1180000.0,3.0,,,3206.0,3206.0,3.0,condo,,,1.0,3.0,condos,1300000.0,6244225051.0,,,,,,,,,,False,2962542798.0,,30305.0,Georgia,-84.38817,33.827471,Atlanta,GA,2660 Peachtree Rd NW Apt 13B
"['central_air', 'central_heat', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'two_or_more_stories', 'ensuite', 'shopping']",sold,2023-10-30T21:52:46.000000Z,,1981.0,,2024-01-08,525000.0,3.0,,,1917.0,1900.0,3.0,townhouse,,,2.0,3.0,townhomes,529000.0,6255889291.0,,,,,,,,,,False,2961022454.0,,30327.0,Georgia,-84.424664,33.840398,Atlanta,GA,1 Howell Mill Plantation NW
"['central_air', 'central_heat', 'community_outdoor_space', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'basement', 'two_or_more_stories', 'rental_property']",sold,2023-12-12T21:48:03.000000Z,,1950.0,,2024-01-08,467500.0,2.0,,,8834.0,1849.0,2.0,,,,2.0,4.0,single_family,500000.0,5080867070.0,,,,,,,,,,False,2962419647.0,,30318.0,Georgia,-84.409686,33.805225,Atlanta,GA,665 Upton Rd NW
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'forced_air', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'tennis_court', 'single_story', 'community_swimming_pool', 'playground', 'tennis', 'trails', 'hoa', 'shopping']",sold,2023-12-07T15:51:18.000000Z,,1961.0,,2024-01-08,305000.0,1.0,,,1002.0,840.0,1.0,condo,,,1.0,2.0,condos,300000.0,6312087495.0,,,,,,,,,,False,2962300223.0,,30307.0,Georgia,-84.340178,33.765448,Atlanta,GA,410 Candler Park Dr NE Apt G10
"['community_security_features', 'forced_air', 'laundry_room', 'two_or_more_stories']",sold,2023-09-14T19:49:09.000000Z,,2018.0,,2024-01-08,226000.0,3.0,,,1080.0,1368.0,3.0,townhouse,,,2.0,4.0,townhomes,226000.0,5417798604.0,,,,,False,,,,,False,2959678390.0,4000.0,30331.0,Georgia,-84.520656,33.694926,Atlanta,GA,2158 Chadwick Rd SW
"['central_air', 'central_heat', 'community_security_features', 'corner_lot', 'den_or_office', 'dishwasher', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'recreation_facilities', 'community_swimming_pool', 'swimming_pool', 'single_story', 'rental_property', 'park', 'trails', 'maintenance', 'shopping']",sold,2023-11-30T13:41:38.000000Z,,1983.0,,2024-01-12,287000.0,1.0,,,1133.0,1111.0,1.0,condo,,,1.0,1.0,condos,300000.0,6646913367.0,,,,,,,,,,False,2962073720.0,,30327.0,Georgia,-84.422315,33.909344,Sandy Springs,GA,201 Bainbridge Dr
"['central_air', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'energy_efficient', 'family_room', 'fireplace', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'two_or_more_stories', 'garage_1_or_more', 'garage_2_or_more']",sold,2023-11-27T20:39:06.000000Z,,2006.0,,2024-01-12,330000.0,2.0,,1.0,5663.0,2400.0,3.0,,,2.0,2.0,3.0,single_family,350000.0,6452331770.0,,,,,,,,,,False,2961987122.0,,30315.0,Georgia,-84.392588,33.686138,Atlanta,GA,2539 Preston View Ct SW
"['cul_de_sac', 'river_view', 'view', 'water_view', 'big_lot', 'new_roof', 'shopping']",sold,2023-08-01T18:31:04.000000Z,,,,2024-01-12,270000.0,,,,64992.0,,0.0,,,,,,land,299000.0,9904165467.0,,,,,,,,,,False,2958250974.0,,30345.0,Georgia,,,Atlanta,GA,1886 Shalimar Dr NE Lot 14
"['central_air', 'community_outdoor_space', 'community_security_features', 'hardwood_floors', 'laundry_room', 'washer_dryer', 'single_story', 'ensuite', 'lake']",sold,2023-10-20T21:24:54.000000Z,,1966.0,,2024-01-11,154000.0,1.0,,,4356.0,792.0,1.0,condo,,,1.0,2.0,condos,160000.0,6051050696.0,,,,,False,,,,,False,2960751595.0,15000.0,30316.0,Georgia,-84.333369,33.713027,Atlanta,GA,1412 Foxhall Ln SE Apt 3
"['central_air', 'central_heat', 'community_clubhouse', 'community_gym', 'community_outdoor_space', 'community_security_features', 'dishwasher', 'laundry_room', 'recreation_facilities', 'single_story', 'updated_kitchen', 'floor_plan']",sold,2023-10-02T15:48:17.000000Z,,2005.0,,2024-01-11,350000.0,2.0,,,1045.0,1059.0,2.0,condo,,,1.0,2.0,condos,350000.0,9223846849.0,,,,,False,,,,,False,2960169743.0,3000.0,30312.0,Georgia,-84.364263,33.729953,Atlanta,GA,840 United Ave SE Unit 309
